Review,label
I would've given 5 stars. But recently SPOTIFY STARTED TO STOPPED WORKING IN EVERY 1 DAYS.. OLA CHECK IT. IT'S SO DISAPPOINTING. I CAN'T LISTEN TO SONGS.,NEGATIVE
"Spotify is a great service,but the app gets buggy sometimes. Managing podcasts can be a chore also, but overall it's pretty good.",POSITIVE
First time user. Enjoy the variety of music choices!,POSITIVE
"I love the freedom Spotify gives you, I wish there were more price grades for music, as I don't listen to that much - if I was buying CDs it would cost me less than Â£10/month. I would also like to see more older and alternative music & sound tracks on here. I absolutely love that I can listen to ad free podcasts. I would mind the ads slightly less on the music if they were taking us towards a sustainable future and away from mindless consumerism and shallow values.",POSITIVE
I used to love this app but 3 ads every 2 songs is ridiculous,NEGATIVE
Amazing. background mode possible unlike tubing.,POSITIVE
Love Spotify. Never let's me down!,POSITIVE
"Since the last update I can no longer connect Spotify to my Google home system. I've tried reboots, relinking, and reinstalling everything. Other music platforms work just fine, but not Spotify.",NEGATIVE
"having a lot of trouble with the app right now. the playlists don't play correctly, when i tap on a song it just simply plays a 5-10 secod clip out of it. when i finally managed to play one of the songs i couldn't do anything with it rather than turn it off, i can't skip to another song, i can't play it back. idk what's happening but it'll stay on 2 stars until you fix it. edit: oh, i guess it's how free version works! good job guys, you've lost all your potential! terrible app, uninstalled.",NEGATIVE
I just want to choose a song :( but I can't because of the bad shuffle. Can you turn off the shuffle mode because I don't want to buy premium. I don't have money! :( ðŸ˜­,NEGATIVE
"Love Spotify but since the last update am unable to view the song playing or pause, due to the mini controller now not visible the only way to stop the song in to force close the app. Please sort this as I really enjoy the App",NEGATIVE
"Why do you keep adding random song to people's playlist??? We only want to hear songs we like, Not what you add randomly!",NEGATIVE
I love this app the only problem with it is just when I have my own Playlist going it will turn on another song which isn't in it. Ads last a minute or two but they don't hurt at all. I would absolutely advise downloading this app for music and podcasts.,POSITIVE
I love this app no ads. But the other app had thousands of ads I'm glad I switched.â˜ºï¸ðŸ‘,NEGATIVE
Nice app for music lover.,POSITIVE
Best music player ever in Android play store.. This is very smooth in handing and not issues..highly satisfied with Spotify... I will rate 100 out of 100ðŸ˜ðŸ˜â¤â¤ Very happy with this music ðŸŽ¶app. Thanks Spotify.,POSITIVE
Best app for listening music ever !,POSITIVE
"Not satisfied for offline experience. I can't play my downloaded songs, they always hang on my phone.",NEGATIVE
Easy to use. Great selection of music. Reasonably priced.,POSITIVE
My app has started crashing all of a sudden. Everytime I click on a song. There is a lot of space and RAM on my phone so I know that's not causing the crash. SPOTIFY KINDLY RESOLVE THIS ISSUE.,NEGATIVE
"Ads are killing it , literally after every song comes 2 ads",NEGATIVE
Spotify is great for finding music related to searched artist and saved music.,POSITIVE
"Get in the mood you want when you want, everytime, at 0 cost! LOVE IT...!!!",POSITIVE
"shuffle keeps playing the same couple of songs ive already listened to like 30 times..and the album cover is everything..it needs to be bigger. there is so much space to do it too, thats all im asking for, bigger album covers",NEGATIVE
My complaint to this app is this app became soo buggy i click on a song then the app outomaticaly shutdown you should fix this,NEGATIVE
I love this app but it's getting ridiculous. 1. I CAN'T PLAY A SPECIFIC SONG WITHOUT PAYING!! 2. Because of no. 1 in a Playlist I can't select to start at a specific song and you only get about 3-6 skips. PLEASE FIX THATðŸ˜­,NEGATIVE
"Best app ever! Though it has some glitches, but I am very satisfied!! I can listen to all types of songs and I totally love the smart recommendation system! I would prefer this over any other app!",POSITIVE
"Been using for 6 years+, never fails to disappoint me.",POSITIVE
"Good , very good , i am happy listening Spotify thank guys for all of this is my favorite",POSITIVE
"Would've given 5 stars because I've been enjoying and using it for years now. But there are things that I didn't like, like I exit the app and I stop listening, then if I go back to the app after minutes or hours. I can't seem continue what I have been listening. I have to click my playlist again just to make the music work. I don't know what to do with this kind of thing.",NEGATIVE
Good app has a good sound quality but the only problem that I have with the app that I think u should fix is that it selects the music for u I think the user should have the option of which song they want,NEGATIVE
Why application is crashing always,NEGATIVE
I like the app keeps me going to YouTube all the time!,POSITIVE
I still Love it. Especially now that they have lyrics added on.,POSITIVE
This is a best app for music playing and the ðŸŽ¶ a song,POSITIVE
"several bugs on Samsung Galaxy Tab S6. When opening the app, the controls to play/stop the current song frequently disappear. The only workaround is to force stop the app and reopen again.",NEGATIVE
"Ads, ads and more ads. Play a 2 songs get 3 ads. No better than YouTube.",NEGATIVE
It's a good application and it's clear to listen to music,POSITIVE
What I despise about this godforsaken app is that it AUTOMATICALLY WITHOUT WARNING put my music i was listening to on EVERY tv of the house. I also had to take 2 HOURS to fix one of the tv's that stopped working due to the sudden cause of it happening. Im editing this review a few mintues later to add 2 things 1 YOU HAVE TO LISTEN TO A DIFFERENT SONG TO STOP THE SONG THAT WAS PLAYING (atleast i didnt know how to stop the song) and you can just use youtube and or another device to listen to music,NEGATIVE
"Great selection of artists and songs, don't exactly know where the shuffle play went though ðŸ¤”.",NEGATIVE
Needs to stop blocking my fav songs so often,NEGATIVE
"Still somehow getting worse songs just stop playing out of nowhere, takes 3 or 4 trys to just load up the app, once again great service awful app",NEGATIVE
I'm looking forward having the equivalent of qobuz within Spotify some day. But until then I very pleased from the app and the recommendation engine and the Playlist generated for me. Already 6 years a customer;-),POSITIVE
"Not at all working, doesn't open at all...... When you select a song to play, the app is automatically shut",NEGATIVE
"update make the aplication not working on my hp (vivo x70). When i play the music, aplication will be close automatic ly..",NEGATIVE
